Persona_Id,Tipo_Persona_Id,Sucursal_Oficial,Zona_Oficial,Territorio_Oficial,Sexo,Estdo_Civil,Pais,Provincia,Profesion,LEGALES97,LEGALES98,LEGALES998,Convenio_Desc,Dependencia_Principal_Id,Categoria_Laboral,Dependencia_Desc,Ind_Vto_Min_Dia_Acred_Haberes,Ind_Vto_Max_Dia_Acred_Haberes,Renueva_Contrato,Segmento_Convenio_Id,Segmento_Convenio_Desc,Tipo_Convenio_Segmento_Id,Grupo_Segmento,Comportamiento_Credito_Id,Ultimo_Grupo_Segmento,Preembozo_VI,Preembozo_MA,Preembozo_AM,Producto_VI,Producto_MA,Producto_AM,Paquete_VI,Paquete_MA,Paquete_AM,Grupo_Afinidad_VI,Grupo_Afinidad_MA,Grupo_Afinidad_AM,Tipo_Pago_VI,Tipo_Pago_MA,Tipo_Pago__AM,Forma_Pago_VI,Forma_Pago_MA,Forma_Pago_AM,UPG_VISA_12,UPG_AMEX_12,UPG_MASTER_12,UPG_VISA_6,UPG_AMEX_6,UPG_MASTER_6,RUBRO_DE_MAYOR_CONS_TC,RUBRO_DE_MAYOR_CONS_TC_3,RUBRO_DE_MAYOR_CONS_TC_6,RUBRO_DE_MAYOR_CONS_TC_12,Ind_Precancelacion_PPE,CANCELA_PPE,Ind_Precancelacion_PHI,CANCELA_PHI,Fecha_Vto_PPR_Id,Ind_Precancelacion_PPR,CANCELA_PPR,PATAGONIA_ANTICIPO,UTILIZA_ADELANTO_CA,RUBRO_DE_MAYOR_CONS_TD,RUBRO_DE_MAYOR_CONS_TD_3,RUBRO_DE_MAYOR_CONS_TD_6,RUBRO_DE_MAYOR_CONS_TD_12,CARTERA,EXCLUSION,SEGMENTO,SCORECARD,Situacion_BCRA_Max_6_T,MODA_SIT_1,MODA_SIT_3,MODA_SIT_6,MODA_SIT_12,tend_monto_3_signo,tend_monto_6_signo,tend_monto_12_signo,tend_Q_3_s_signo,tend_Q_6_s_signo,tend_Q_12_s_signo,TIPO_CARTERA,VINCULACION,Status
CU 0800111255785,F,306-Concepcion del Uruguay,Rosario,-1.000000,M,S,ARGENTINA,ENTRE RIOS,OTROS,0.000000,0.000000,0.000000,MUPIM,87,,DELEGACION CONCORDIA,S,S,-1,FW,Fuerzas Armadas,FFAA,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,0.000000,NO,0.000000,,NO,0.000000,1.000000,1.000000,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111256062,F,227-Jujuy,NOA,-1.000000,F,S,ARGENTINA,JUJUY,EMP.EMP.PUBLICA,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4509,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,0.000000,0.000000,,,,,CG,SIN UTILIZACION,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111267684,F,001-Areas Centrales,Sin Informar,-1.000000,M,S,ARGENTINA,TIERRA DEL FUEGO,OTROS,0.000000,1.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,I,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,SUPERMERCADOS,NO,0.000000,NO,0.000000,,NO,0.000000,0.000000,0.000000,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,SUPERMERCADOS,CG,LEGALES,MA,NO CURRENT,,4,4,4,4,,,,,,,CG,CG,1.000000
CU 0800111268755,F,333-Ramos Mejia,AMBA Oeste,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,333,,RAMOS MEJIA,S,N,N,JW,Jubilados,JUBI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,1.000000,AUTOMOVIL,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,OK,Publico,CURRENT,,2,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111269706,F,295-Moreno,AMBA Oeste,-1.000000,F,S,ARGENTINA,BUENOS AIRES,AMA DE CASA,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111272472,F,292-Bariloche Onelli,Cordillera,-1.000000,F,S,ARGENTINA,SANTA FE,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,6687,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,,,,,,,CG,SIN UTILIZACION,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111274786,F,143-San Miguel,AMBA Oeste,-1.000000,M,C,ARGENTINA,ENTRE RIOS,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,5,,,,,,,CG,CG,0.000000
CU 0800111277805,F,030-Libertador,Macrocentro,-1.000000,M,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Privado,0,0,-1,VISA CLASSIC,MASTERCARD GOLD,-1,No Aplica,No Aplica,-1,0,5630,-1,Pago minimo,Pago minimo,-1,Pago minimo de caja de ahorro,Debito en caja de ahorro,-1,U,I,U,U,I,U,OTROS,OTROS,OTROS,OTROS,,,,,,,,0.000000,0.000000,AUTOMOVIL,AUTOMOVIL,OTROS,OTROS,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111280113,F,026-Villa Luro,AMBA Oeste,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4509,5630,-1,Pago total,No Informado,-1,Pago por ventanilla,Por ventanilla,-1,U,I,D,U,I,I,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,OTROS,,,,,,,,0.000000,0.000000,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,SUPERMERCADOS,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111280678,F,377-Chacarita,Macrocentro,-1.000000,M,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,OVERCON S.R.L.,377,OBRERO,OVERCON S.R.L.,S,N,-1,PY,Pyme,PYME,Privado,,Privado,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,0,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,1.000000,0.000000,,,,,PS,SIN UTILIZACION,Privado,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800111283030,F,287-Punta Alta,Viedma,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,ARMADA ARGENTINA,260000,SER03 090303,COAA - COM DE ADIESTR Y ALISTAMIENTO NAV,N,N,N,-1,Sin Informar,-1,Sin Informar,R,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,,default,3,1,,,,,,,CG,CG,0.000000
CU 0800111292798,F,101-Caballito,Macrocentro,-1.000000,F,V,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,101,,SUCURSAL CABALLITO,N,N,N,JW,Jubilados,JUBI,Público,,Público,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago minimo,-1,-1,Pago minimo de caja de ahorro,-1,-1,I,I,I,I,I,I,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,,,,,,,,1.000000,0.000000,AUTOMOVIL,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111299058,F,326-San Isidro,Panamericana,-1.000000,F,E,ARGENTINA,BUENOS AIRES,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,326,,SAN ISIDRO,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,0,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,D,I,I,D,-1,-1,-1,-1,,,,,,,,1.000000,0.000000,,,,,PS,SIN UTILIZACION,Publico,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800111304043,F,333-Ramos Mejia,AMBA Oeste,-1.000000,F,D,ARGENTINA,CAPITAL FEDERAL,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,333,,RAMOS MEJIA,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,0,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,U,I,I,I,-1,-1,-1,-1,,,,,,,,1.000000,0.000000,INDUMENTARIA,SUPERMERCADOS,SUPERMERCADOS,INDUMENTARIA,PS,SIN UTILIZACION,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111305903,F,351-M del Plata-Luro,Buenos Aires Sur,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,-1,-1,VISA GOLD,-1,-1,No Aplica,-1,-1,5205,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,,,,,,,,,,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111310816,F,293-Calafate,Austral,-1.000000,F,S,ARGENTINA,SANTA CRUZ,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,293,,SUC CALAFATE,S,N,N,JW,Jubilados,JUBI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,0.000000,NO,0.000000,,NO,0.000000,1.000000,1.000000,AUTOMOVIL,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111315779,F,306-Concepcion del Uruguay,Rosario,-1.000000,M,C,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,PASIVOS PNA,901000-D901,AI,PREV PERSONAL SUBALTERNO,S,N,N,SW,Fuerzas de Seguridad,FFSS,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,PS,SIN PROD CRED,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111316528,F,143-San Miguel,AMBA Oeste,-1.000000,M,D,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,6687,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,TURISMO,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111317363,F,143-San Miguel,AMBA Oeste,-1.000000,M,C,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,143,,SAN MIGUEL,S,S,N,JW,Jubilados,JUBI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,Publico,CURRENT,,5,5,5,5,,,,,,,CG,CG,1.000000
CU 0800111317453,F,145-San Martin,AMBA Oeste,-1.000000,F,C,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,UNIVERSIDAD NAC GRAL SAN M,20-01,ADJUNTO,ESCUELA DE HUMANIDADES - ESCUELA DE HUMA,S,S,N,UW,Universidades,UNI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,0.000000,,,,,PS,SIN UTILIZACION,Publico,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 080011132066,F,056-Pueyrredon,Córdoba,-1.000000,F,S,ARGENTINA,CORDOBA,JUBIL./PENS.,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111321450,F,128-Moron,AMBA Oeste,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago minimo,-1,-1,Pago minimo de caja de ahorro,-1,-1,I,I,D,I,I,I,-1,-1,-1,-1,,,,,,,,0.000000,1.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111326901,F,214-Posadas,NEA,-1.000000,M,S,ARGENTINA,MISIONES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111328239,F,351-M del Plata-Luro,Buenos Aires Sur,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,-1,-1,VISA GOLD,-1,-1,No Aplica,-1,-1,1993,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,HOGAR_ELECTRO,HOGAR_ELECTRO,HOGAR_ELECTRO,TURISMO,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111328703,F,229-Trelew,Austral,-1.000000,F,E,ARGENTINA,CHUBUT,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,229,,SURUSAL TRELEW,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5630,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,1.000000,1.000000,AUTOMOVIL,INDUMENTARIA,SUPERMERCADOS,INDUMENTARIA,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111331625,F,048-Lomas de Zamora,AMBA Sur,-1.000000,F,C,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,048,,LOMAS DE ZAMORA,S,N,N,JW,Jubilados,JUBI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,SIN UTILIZACION,Publico,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800111332038,F,043-Tigre,Panamericana,-1.000000,M,S,ARGENTINA,BUENOS AIRES,DEP. OPERARIO,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111334628,F,329-Panamericana,Panamericana,-1.000000,M,C,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800111337563,F,290-Mar del Plata Pu,Buenos Aires Sur,-1.000000,F,S,ARGENTINA,BUENOS AIRES,AMA DE CASA,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,HOGAR_DECO,HOGAR_DECO,SUPERMERCADOS,OTROS,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800111341245,F,258-Río Colorado,Viedma,-1.000000,M,S,ARGENTINA,RIO NEGRO,OTROS,0.000000,0.000000,0.000000,MUNICIPALIDAD R. COLORADO,01,160,MUNICIPALIDAD R COLORADO,S,S,N,WW,Organismos Publicos,ORG,Público,,Público,1,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago minimo,-1,-1,Pago minimo de caja de ahorro,-1,-1,I,I,I,I,I,I,HOGAR_ELECTRO,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,,,,,,,,1.000000,0.000000,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111342561,F,309-Suc. Paso de los Libres,NEA,-1.000000,F,C,ARGENTINA,CORRIENTES,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,309,,309,S,S,N,JW,Jubilados,JUBI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,0.000000,,,,,PS,SIN UTILIZACION,Publico,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800111344528,F,349-Olavarria,Buenos Aires Sur,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,349,,DEPENDENCIA OLAVARRIA,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5630,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,AUTOMOVIL,INDUMENTARIA,HOGAR_DECO,HOGAR_DECO,,,,,,,,1.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111345782,F,292-Bariloche Onelli,Cordillera,-1.000000,F,S,ARGENTINA,RIO NEGRO,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,292,,BARILOCHE ONELLI,S,N,N,JW,Jubilados,JUBI,Público,,Público,1,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,0,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,AUTOMOVIL,HOGAR_ELECTRO,HOGAR_ELECTRO,INDUMENTARIA,,,,,,,,1.000000,1.000000,,,,,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111348142,F,147-Cabildo,Macrocentro,-1.000000,M,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800111348301,F,160-Lavalle,Microcentro,-1.000000,M,S,ARGENTINA,CORRIENTES,OTROS,0.000000,0.000000,0.000000,ACREDITACIONES SIN CONVENIO,,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800111348464,F,133-Av.Entre Rios,Macrocentro,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,default,,,,,,,CG,CG,0.000000
CU 0800111353530,F,117-Malabia,Macrocentro,-1.000000,F,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111353574,F,018-Beiro,AMBA Oeste,-1.000000,F,C,ARGENTINA,BUENOS AIRES,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,018,,SUCURSAL BEIRO,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,1.000000,1.000000,,,,,PS,OK,Publico,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800111359511,F,346-Salta Sur,NOA,-1.000000,M,S,ARGENTINA,SALTA,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,-1,-1,VISA GOLD,-1,-1,No Aplica,-1,-1,2603,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,AUTOMOVIL,OTROS,SUPERMERCADOS,OTROS,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800111365175,F,048-Lomas de Zamora,AMBA Sur,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,PASIVOS PNA,976000-QUIL,PR,DEST. REF. QUILMES,S,N,N,SW,Fuerzas de Seguridad,FFSS,Público,R,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,SIN PROD CRED,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111365738,F,298-Ezeiza,AMBA Sur,-1.000000,M,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800111366711,F,287-Punta Alta,Viedma,-1.000000,F,C,ARGENTINA,BUENOS AIRES,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,287,,PUNTA ALTA,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5892,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,,,,,,,,0.000000,1.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,OK,Publico,NO CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111371443,F,101-Caballito,Macrocentro,-1.000000,F,S,ARGENTINA,CAPITAL FEDERAL,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,101,,SUCURSAL CABALLITO,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago minimo,-1,-1,Pago minimo de caja de ahorro,-1,-1,U,I,I,I,I,I,AUTOMOVIL,INDUMENTARIA,TURISMO,TURISMO,,,,,,,,1.000000,1.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800111373706,F,348-Caseros,AMBA Oeste,-1.000000,M,C,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,829,-1,-1,Pago minimo,-1,-1,Pago minimo de caja de ahorro,-1,-1,I,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
